frame_idx,time_sec,kps_ref,kps_cur,good_matches,inliers,inlier_ratio,centroid_ref_x,centroid_ref_y,centroid_warped_x,centroid_warped_y,centroid_shift_px,mean_dist_ref,mean_dist_warped,shape_drift_abs,shape_drift_rel,reprojection_error_px,status
155,5.165450210970464,677,355,169,140,0.828402,645.8846435546875,380.3638610839844,645.9896240234375,380.34869384765625,0.10607046633958817,42.59153366088867,42.49675750732422,0.09477615356445312,0.0022252345811037324,1.178254246711731,ok
160,5.332077637130801,677,315,105,74,0.704762,647.0795288085938,365.6491394042969,647.0650024414062,365.7484436035156,0.10036104172468185,26.554765701293945,26.519941329956055,0.034824371337890625,0.0013114170062586438,1.1501713991165161,ok
165,5.498705063291139,677,405,121,98,0.809917,646.5611572265625,364.4066162109375,646.5968627929688,364.4721374511719,0.07461849600076675,27.0623836517334,27.216487884521484,0.15410423278808594,0.0056944072174594,1.0937858819961548,ok
170,5.665332489451477,677,289,138,99,0.717391,648.904541015625,393.4746398925781,648.996337890625,393.54888916015625,0.11806616932153702,46.51491928100586,46.34637451171875,0.16854476928710938,0.00362345612746089,1.3909673690795898,ok
175,5.831959915611814,677,517,185,149,0.805405,649.0118408203125,399.322998046875,649.0003662109375,399.2913818359375,0.03363408148288727,49.07342529296875,49.07735061645508,0.003925323486328125,7.998878135964449e-05,0.761415958404541,ok
180,5.998587341772152,677,313,121,89,0.735537,647.161376953125,369.1704406738281,647.156005859375,369.2745361328125,0.10423393547534943,28.50815200805664,28.589611053466797,0.08145904541015625,0.002857394803673533,1.1959620714187622,ok
185,6.165214767932489,677,527,178,142,0.797753,649.430908203125,366.70477294921875,649.4629516601562,366.6826171875,0.03895716741681099,28.405256271362305,28.435333251953125,0.030076980590820312,0.0010588526399300051,0.8781196475028992,ok
190,6.331842194092827,677,339,182,131,0.719780,653.69580078125,382.80364990234375,653.506591796875,382.9083557128906,0.21624834835529327,44.76074981689453,44.695674896240234,0.06507492065429688,0.0014538389307708814,1.4495271444320679,ok
195,6.498469620253164,677,459,132,107,0.810606,651.7872924804688,417.1213073730469,651.7310791015625,417.1436462402344,0.060489412397146225,45.1717414855957,45.18145751953125,0.009716033935546875,0.00021509097537550348,0.8168699741363525,ok
200,6.665097046413502,677,353,172,112,0.651163,647.6757202148438,376.5990295410156,647.5479736328125,376.5633850097656,0.1326262503862381,38.270015716552734,38.18619918823242,0.0838165283203125,0.0021901357172440295,1.2733790874481201,ok
205,6.831724472573839,677,361,115,97,0.843478,650.6414184570312,365.0141296386719,650.678955078125,364.97772216796875,0.052292466163635254,25.88614273071289,25.95673370361328,0.07059097290039062,0.0027269792040757472,1.1933386325836182,ok
210,6.998351898734177,677,339,118,95,0.805085,650.6732788085938,369.15704345703125,650.5156860351562,369.33404541015625,0.23699192702770233,29.443151473999023,29.356979370117188,0.08617210388183594,0.0029267282735658826,1.180255651473999,ok
215,7.164979324894515,677,373,119,80,0.672269,655.4299926757812,397.07757568359375,655.2743530273438,397.20269775390625,0.1996978521347046,42.44371032714844,42.523834228515625,0.0801239013671875,0.0018877685468496267,1.3640048503875732,ok
220,7.331606751054852,677,547,117,88,0.752137,654.8563232421875,428.5185852050781,654.898681640625,428.4664001464844,0.06721245497465134,39.27665710449219,39.30459213256836,0.027935028076171875,0.0007112374151866622,0.7374246716499329,ok
225,7.498234177215189,677,409,164,121,0.737805,645.3128662109375,391.33074951171875,645.6871337890625,391.36480712890625,0.37581396102905273,43.999061584472656,43.8934440612793,0.10561752319335938,0.00240044945028173,1.3595614433288574,ok
230,7.6648616033755275,677,346,124,88,0.709677,658.8289184570312,368.9692077636719,658.93017578125,369.1230163574219,0.18414703011512756,24.842145919799805,24.61127281188965,0.23087310791015625,0.009293605659330125,1.0492815971374512,ok
235,7.831489029535865,677,448,134,114,0.850746,645.3925170898438,382.65704345703125,645.5452270507812,382.68084716796875,0.15455403923988342,41.10451889038086,40.87206268310547,0.23245620727539062,0.005655247003262924,1.4085149765014648,ok
240,7.998116455696202,677,391,88,54,0.613636,655.0870971679688,424.1390686035156,655.2409057617188,424.1865234375,0.16096286475658417,39.50453567504883,39.62633514404297,0.12179946899414062,0.0030831768279982468,1.2803809642791748,ok
245,8.16474388185654,677,485,100,75,0.750000,653.3003540039062,430.1252136230469,653.30078125,430.125244140625,0.0004283346061129123,38.56142044067383,38.570152282714844,0.008731842041015625,0.00022643984431147796,0.876603901386261,ok
250,8.331371308016877,677,441,210,185,0.880952,644.2977905273438,396.6202697753906,644.3875122070312,396.6611633300781,0.09860153496265411,48.07633972167969,48.20953369140625,0.1331939697265625,0.0027704681865890804,1.3131115436553955,ok
255,8.497998734177214,677,661,267,217,0.812734,649.7667846679688,387.9855651855469,649.6998291015625,388.01202392578125,0.07199383527040482,44.7193603515625,44.65018844604492,0.06917190551757812,0.0015467999759786646,0.9378594756126404,ok
260,8.664626160337553,677,597,287,260,0.905923,641.1370239257812,396.2230224609375,641.1909790039062,396.2720642089844,0.07291257381439209,45.621639251708984,45.577064514160156,0.044574737548828125,0.0009770525189350438,0.9720475077629089,ok
265,8.83125358649789,677,686,289,239,0.826990,654.4920043945312,393.4761047363281,654.4863891601562,393.4732360839844,0.006305554881691933,43.736785888671875,43.82575988769531,0.0889739990234375,0.002034305841538355,1.1052701473236084,ok
270,8.997881012658228,677,667,331,302,0.912387,644.69140625,397.3549499511719,644.7257080078125,397.4256286621094,0.0785626545548439,48.298194885253906,48.47481918334961,0.17662429809570312,0.0036569544372274027,0.9437225461006165,ok
275,9.164508438818565,677,684,345,324,0.939130,643.9095458984375,394.48046875,643.9363403320312,394.4999084472656,0.03310352563858032,46.36174011230469,46.382789611816406,0.02104949951171875,0.00045402738250827833,0.8965304493904114,ok
280,9.331135864978902,677,710,333,300,0.900901,644.2015991210938,396.3096008300781,644.1854858398438,396.2901916503906,0.025226060301065445,47.68858337402344,47.78581237792969,0.09722900390625,0.0020388318760420935,0.9585891962051392,ok
285,9.49776329113924,677,725,350,323,0.922857,648.2916259765625,395.42242431640625,648.2698364257812,395.5700378417969,0.1492130607366562,48.891578674316406,49.05522537231445,0.16364669799804688,0.0033471346688998065,0.9416762590408325,ok
290,9.664390717299577,677,717,342,313,0.915205,648.16650390625,394.9660949707031,648.111328125,395.1549987792969,0.19679689407348633,46.90951919555664,47.112850189208984,0.20333099365234375,0.00433453587116714,0.9792096614837646,ok
295,9.831018143459914,677,718,332,309,0.930723,644.35791015625,397.05474853515625,644.3916625976562,397.06610107421875,0.03561049699783325,48.25016403198242,48.32247543334961,0.0723114013671875,0.0014986767986789886,0.9263930916786194,ok
300,9.997645569620254,677,721,366,349,0.953552,646.00048828125,394.298095703125,646.0598754882812,394.37847900390625,0.09994155913591385,47.68922424316406,47.82994842529297,0.14072418212890625,0.0029508591167548325,0.8611226081848145,ok
305,10.16427299578059,677,717,363,349,0.961433,643.5319213867188,395.9388122558594,643.6109619140625,395.90557861328125,0.08574310690164566,49.73256301879883,49.750728607177734,0.01816558837890625,0.0003652654775109758,0.9306329488754272,ok
310,10.330900421940928,677,737,355,278,0.783099,642.9942016601562,374.098388671875,643.09130859375,373.9999084472656,0.13830441236495972,36.53575897216797,36.455474853515625,0.08028411865234375,0.0021974120946413674,0.9673159122467041,ok
315,10.497527848101265,677,712,338,321,0.949704,643.0518798828125,391.5726623535156,643.1215209960938,391.6157531738281,0.08189446479082108,47.290348052978516,47.30384063720703,0.013492584228515625,0.0002853137010833612,0.9655556082725525,ok
320,10.664155274261603,677,731,358,348,0.972067,644.3613891601562,391.5798645019531,644.255859375,391.7950744628906,0.23969118297100067,47.06852340698242,47.21019744873047,0.14167404174804688,0.0030099529684211447,0.9711363315582275,ok
325,10.83078270042194,677,719,351,326,0.928775,642.257080078125,386.2958068847656,642.4521484375,386.3324279785156,0.19847612082958221,45.12995910644531,45.186100006103516,0.056140899658203125,0.0012439829499022361,0.8843072056770325,ok
330,10.997410126582277,677,721,342,327,0.956140,642.9402465820312,391.0097351074219,642.959228515625,391.0101013183594,0.018985465168952942,47.17338562011719,47.206111907958984,0.032726287841796875,0.0006937447336372797,0.8617507219314575,ok
335,11.164037552742615,677,722,373,352,0.943700,641.7744750976562,392.0493469238281,641.7948608398438,392.0660400390625,0.026348408311605453,47.40192794799805,47.411746978759766,0.00981903076171875,0.00020714412233381412,0.8063070178031921,ok
340,11.330664978902954,677,703,339,317,0.935103,643.8966064453125,388.7257080078125,643.9320068359375,388.79150390625,0.07471471279859543,46.53921127319336,46.54683303833008,0.00762176513671875,0.00016377082739923649,0.8719927072525024,ok
345,11.497292405063291,677,743,380,360,0.947368,640.122314453125,389.2408752441406,640.1300048828125,389.2450866699219,0.008768056519329548,46.25495910644531,46.22083282470703,0.03412628173828125,0.0007377864427411413,0.8132867813110352,ok
350,11.663919831223629,677,755,337,315,0.934718,642.2006225585938,391.23541259765625,642.1990356445312,391.19842529296875,0.03702133148908615,46.85322570800781,46.863040924072266,0.009815216064453125,0.0002094885873092742,0.9172891974449158,ok
355,11.830547257383966,677,732,330,315,0.954545,644.2777709960938,392.0802001953125,644.17626953125,392.3414306640625,0.28025683760643005,47.058467864990234,46.90827941894531,0.15018844604492188,0.00319152859960952,1.1352331638336182,ok
360,11.997174683544303,677,716,344,325,0.944767,641.1341552734375,390.373291015625,641.141845703125,390.3560485839844,0.018879728391766548,46.20900344848633,46.18991470336914,0.0190887451171875,0.00041309579719605037,0.8063643574714661,ok
365,12.16380210970464,677,717,347,322,0.927954,641.151611328125,390.396240234375,641.154052734375,390.3648376464844,0.031497348099946976,46.91162872314453,46.88856506347656,0.02306365966796875,0.0004916405653720132,0.8402106165885925,ok
370,12.330429535864978,677,715,334,306,0.916168,641.0260620117188,389.626220703125,640.9969482421875,389.70361328125,0.08268749713897705,46.04827880859375,46.1098518371582,0.061573028564453125,0.0013371407174715523,0.9886793494224548,ok
375,12.497056962025315,677,743,342,318,0.929825,643.3267211914062,391.0769348144531,643.4251098632812,391.0355529785156,0.10673700273036957,45.813560485839844,45.758262634277344,0.0552978515625,0.0012070192968213326,1.020220398902893,ok
380,12.663684388185654,677,723,344,315,0.915698,640.7591552734375,391.5426940917969,640.7872924804688,391.5350341796875,0.02916121855378151,46.489471435546875,46.49531173706055,0.005840301513671875,0.00012562632642035702,0.9723156094551086,ok
385,12.830311814345992,677,738,318,281,0.883648,641.6052856445312,388.3645935058594,641.6124267578125,388.4651794433594,0.10083910822868347,45.465911865234375,45.5643310546875,0.098419189453125,0.0021646808656307073,0.9640475511550903,ok
390,12.996939240506329,677,728,332,294,0.885542,641.1876831054688,387.87255859375,641.27392578125,387.91595458984375,0.09654538333415985,45.1491584777832,45.204063415527344,0.054904937744140625,0.001216078872680606,1.0023506879806519,ok
