frame_idx,time_sec,kps_ref,kps_cur,good_matches,inliers,inlier_ratio,centroid_ref_x,centroid_ref_y,centroid_warped_x,centroid_warped_y,centroid_shift_px,mean_dist_ref,mean_dist_warped,shape_drift_abs,shape_drift_rel,reprojection_error_px,status
155,5.165450210970464,101,72,49,44,0.897959,641.6644897460938,390.3830871582031,641.636962890625,390.2796630859375,0.10702461004257202,48.879005432128906,48.829708099365234,0.049297332763671875,0.0010085584256030707,0.8350265622138977,ok
160,5.332077637130801,101,66,35,29,0.828571,648.9678955078125,360.3075256347656,648.968017578125,360.3073425292969,0.0002200653834734112,25.819164276123047,25.84940528869629,0.030241012573242188,0.0011712622550377574,0.6725108623504639,ok
165,5.498705063291139,101,72,36,27,0.750000,647.0014038085938,362.5361328125,647.0014038085938,362.5359191894531,0.000213623046875,28.8775634765625,28.896411895751953,0.018848419189453125,0.0006527011603576185,0.6545053124427795,ok
170,5.665332489451477,101,54,42,31,0.738095,652.8989868164062,383.56207275390625,652.893310546875,383.4039611816406,0.15821342170238495,45.890724182128906,45.71748352050781,0.17324066162109375,0.003775069247840686,1.1407198905944824,ok
175,5.831959915611814,101,78,45,34,0.755556,642.07666015625,371.90179443359375,641.9171752929688,372.04205322265625,0.2123863250017166,37.09178161621094,37.09569549560547,0.00391387939453125,0.00010551877596574363,1.0212148427963257,ok
180,5.998587341772152,101,61,35,30,0.857143,640.1953125,372.5230407714844,640.2861328125,372.4482727050781,0.11763755232095718,37.123905181884766,37.26133728027344,0.13743209838867188,0.003701983875762461,1.005592703819275,ok
185,6.165214767932489,101,94,38,28,0.736842,647.09375,363.2894592285156,647.19091796875,363.3076477050781,0.0988556295633316,27.80122184753418,27.760541915893555,0.040679931640625,0.001463242582060583,0.6451043486595154,ok
190,6.331842194092827,101,62,44,37,0.840909,647.4244995117188,398.9097595214844,647.4249267578125,398.9081726074219,0.0016434218268841505,57.317832946777344,57.30764389038086,0.010189056396484375,0.00017776415947102285,0.8571931719779968,ok
195,6.498469620253164,101,72,34,24,0.705882,644.0380249023438,396.5272521972656,643.9680786132812,396.5216064453125,0.07017377018928528,35.38840866088867,35.455570220947266,0.06716156005859375,0.0018978406376554823,0.5358478426933289,ok
200,6.665097046413502,101,66,44,36,0.818182,640.9987182617188,393.843017578125,640.9990234375,393.8429260253906,0.00031861287425272167,52.685672760009766,52.771705627441406,0.08603286743164062,0.0016329461678041344,0.9317816495895386,ok
205,6.831724472573839,101,64,32,25,0.781250,650.6851196289062,361.5140686035156,650.6849365234375,361.51397705078125,0.00020471813331823796,26.670452117919922,26.702070236206055,0.03161811828613281,0.0011855111471803113,0.7801486849784851,ok
210,6.998351898734177,101,73,34,28,0.823529,651.08349609375,372.7553405761719,651.2073364257812,372.71197509765625,0.13121353089809418,34.85248565673828,34.850704193115234,0.001781463623046875,5.111439225863226e-05,0.8758777976036072,ok
215,7.164979324894515,101,70,38,22,0.578947,644.1094970703125,382.9209899902344,644.1107177734375,382.9201354980469,0.001490058028139174,43.44772720336914,43.503211975097656,0.055484771728515625,0.0012770465867824054,1.0931028127670288,ok
220,7.331606751054852,101,83,28,19,0.678571,650.9325561523438,408.184814453125,650.9325561523438,408.18475341796875,6.103515625e-05,34.37282943725586,34.367488861083984,0.005340576171875,0.00015537202666494722,0.4981659948825836,ok
225,7.498234177215189,101,64,41,29,0.707317,657.086181640625,390.7582092285156,657.1349487304688,390.625244140625,0.14162606000900269,48.737545013427734,48.59719467163086,0.140350341796875,0.002879717100198767,0.9409770369529724,ok
230,7.6648616033755275,101,69,24,22,0.916667,656.2349853515625,385.00958251953125,656.320556640625,385.0461120605469,0.09304220974445343,34.59904479980469,34.65591812133789,0.056873321533203125,0.0016437829963885065,1.015006184577942,ok
235,7.831489029535865,101,81,38,29,0.763158,650.7201538085938,378.67620849609375,650.7205200195312,378.6761779785156,0.00036748030106537044,37.580238342285156,37.608402252197266,0.028163909912109375,0.0007494340417851858,0.9085434675216675,ok
240,7.998116455696202,101,76,28,13,0.464286,653.5250854492188,412.93206787109375,653.5262451171875,412.9319763183594,0.0011632762616500258,37.241085052490234,37.25611114501953,0.015026092529296875,0.0004034815985656173,0.773784875869751,ok
245,8.16474388185654,101,76,23,15,0.652174,647.1661987304688,416.0260925292969,647.1661987304688,416.0262145996094,0.0001220703125,35.696285247802734,35.7021598815918,0.0058746337890625,0.00016457269288053188,0.11232252418994904,ok
250,8.331371308016877,101,82,51,46,0.901961,646.5518188476562,402.6230163574219,646.6495971679688,402.68914794921875,0.11804231256246567,52.619422912597656,52.7429313659668,0.12350845336914062,0.002347202734896801,0.7429122924804688,ok
255,8.497998734177214,101,112,48,39,0.812500,647.0830078125,386.3414001464844,647.082763671875,386.3412780761719,0.00027295752079226077,44.127540588378906,44.12601089477539,0.001529693603515625,3.466528120804615e-05,0.711955189704895,ok
260,8.664626160337553,101,102,65,59,0.907692,642.5269165039062,396.1121520996094,642.5625610351562,396.1305236816406,0.040100470185279846,47.66304016113281,47.69734191894531,0.0343017578125,0.0007196720498007937,0.7252926230430603,ok
265,8.83125358649789,101,109,61,47,0.770492,660.5667724609375,400.8359375,660.629638671875,400.76446533203125,0.09518630057573318,47.395957946777344,47.353660583496094,0.04229736328125,0.0008924255382441528,1.0289446115493774,ok
270,8.997881012658228,101,112,63,57,0.904762,643.6223754882812,404.0237731933594,643.5958862304688,404.03631591796875,0.029308713972568512,50.6892204284668,50.82473373413086,0.1355133056640625,0.002673414673151275,0.7681859731674194,ok
275,9.164508438818565,101,113,68,64,0.941176,647.6244506835938,403.7506408691406,647.6835327148438,403.82763671875,0.09705177694559097,50.209739685058594,50.34938049316406,0.13964080810546875,0.002781149812394328,0.49202245473861694,ok
280,9.331135864978902,101,113,66,62,0.939394,647.4788208007812,402.98406982421875,647.4501342773438,403.0164489746094,0.043258827179670334,49.68869400024414,49.75782775878906,0.06913375854492188,0.0013913378070388044,0.7526009678840637,ok
285,9.49776329113924,101,119,66,63,0.954545,642.601806640625,399.9728088378906,642.6016845703125,399.97283935546875,0.0001258271950064227,50.13884735107422,50.205020904541016,0.06617355346679688,0.0013198060378900815,0.6298753023147583,ok
290,9.664390717299577,101,113,67,62,0.925373,649.8856201171875,396.57025146484375,649.8553466796875,396.86895751953125,0.30023622512817383,47.014984130859375,47.22850036621094,0.2135162353515625,0.004541450758704312,0.780030369758606,ok
295,9.831018143459914,101,114,64,60,0.937500,648.9400024414062,405.1084289550781,648.947998046875,405.12603759765625,0.019338924437761307,52.042991638183594,52.10792541503906,0.06493377685546875,0.0012476949308930056,0.8037715554237366,ok
300,9.997645569620254,101,109,70,67,0.957143,648.3981323242188,402.0535888671875,648.387451171875,402.0880126953125,0.03604285046458244,51.47473907470703,51.5260009765625,0.05126190185546875,0.0009958652103329872,0.5818877816200256,ok
305,10.16427299578059,101,111,69,65,0.942029,648.0557861328125,397.6028137207031,648.0559692382812,397.6021728515625,0.0006665139808319509,49.555877685546875,49.57382583618164,0.017948150634765625,0.00036218005760394915,0.6460526585578918,ok
310,10.330900421940928,101,108,67,64,0.955224,649.7239379882812,401.1259765625,649.7244262695312,401.1247863769531,0.0012864525197073817,50.19153594970703,50.19959259033203,0.008056640625,0.00016051791347993261,0.6873850226402283,ok
315,10.497527848101265,101,109,69,65,0.942029,648.0206298828125,400.48193359375,648.0888671875,400.4349060058594,0.08287293463945389,50.57019805908203,50.60391616821289,0.033718109130859375,0.0006667584946269328,0.766894519329071,ok
320,10.664155274261603,101,112,78,73,0.935897,645.2927856445312,398.5154113769531,645.278564453125,398.53973388671875,0.028174931183457375,47.53324508666992,47.56093978881836,0.0276947021484375,0.0005826385742850138,0.38197240233421326,ok
325,10.83078270042194,101,108,69,64,0.927536,644.6390991210938,394.4500427246094,644.6392211914062,394.45001220703125,0.0001258271950064227,47.44822692871094,47.473060607910156,0.02483367919921875,0.0005233847670752873,0.3517040014266968,ok
330,10.997410126582277,101,110,72,71,0.986111,645.8328857421875,395.8904113769531,645.8685913085938,395.8840026855469,0.03627614676952362,47.85181427001953,47.88552474975586,0.033710479736328125,0.000704476523002988,0.4628114700317383,ok
335,11.164037552742615,101,110,70,69,0.985714,647.4525146484375,397.846435546875,647.4526977539062,397.8459777832031,0.0004930265713483095,48.81895446777344,48.81777572631836,0.001178741455078125,2.4145159762817955e-05,0.5695707201957703,ok
340,11.330664978902954,101,109,73,71,0.972603,647.3052978515625,399.6515197753906,647.3052368164062,399.651611328125,0.0001100326917367056,51.666542053222656,51.649845123291016,0.016696929931640625,0.00032316716521188526,0.6088603734970093,ok
345,11.497292405063291,101,111,70,66,0.942857,646.5923461914062,398.2105407714844,646.601806640625,398.2326354980469,0.024034913629293442,49.15904235839844,49.15420913696289,0.004833221435546875,9.83180551059119e-05,0.5364735126495361,ok
350,11.663919831223629,101,108,76,74,0.973684,647.0469360351562,398.3287353515625,647.087646484375,398.6036071777344,0.27787020802497864,48.89634704589844,49.064945220947266,0.16859817504882812,0.0034480730204767026,0.7917719483375549,ok
355,11.830547257383966,101,112,72,67,0.930556,647.9048461914062,400.1617431640625,647.9381713867188,400.2883605957031,0.13092952966690063,49.73453140258789,49.7905387878418,0.05600738525390625,0.0011261267307525482,0.7840248942375183,ok
360,11.997174683544303,101,107,71,67,0.943662,644.0180053710938,396.36981201171875,644.0004272460938,396.38653564453125,0.024262530729174614,46.57902908325195,46.620670318603516,0.0416412353515625,0.0008939910550118165,0.43939876556396484,ok
365,12.16380210970464,101,109,69,65,0.942029,642.30810546875,397.0950012207031,642.3080444335938,397.0950622558594,8.63167442730628e-05,47.02132797241211,47.07051086425781,0.049182891845703125,0.0010459698601995933,0.5284711122512817,ok
370,12.330429535864978,101,111,67,58,0.865672,654.0525512695312,396.1899719238281,654.052490234375,396.1900634765625,0.0001100326917367056,45.30205154418945,45.32291793823242,0.02086639404296875,0.0004606059401661937,0.6547443270683289,ok
375,12.497056962025315,101,115,72,66,0.916667,643.7286987304688,396.5745544433594,643.665283203125,396.52069091796875,0.08320341259241104,48.31735610961914,48.44367599487305,0.12631988525390625,0.00261437908496732,0.7749767899513245,ok
380,12.663684388185654,101,112,69,65,0.942029,643.42138671875,397.37725830078125,643.4642333984375,397.3714599609375,0.04323723912239075,46.754703521728516,46.842010498046875,0.08730697631835938,0.001867341031855433,0.65573650598526,ok
385,12.830311814345992,101,108,70,63,0.900000,643.2470092773438,397.1835021972656,643.1731567382812,397.1716003417969,0.07480542361736298,46.35395431518555,46.425926208496094,0.07197189331054688,0.0015526591932410155,0.6868030428886414,ok
390,12.996939240506329,101,109,76,64,0.842105,651.899658203125,392.58154296875,651.87451171875,392.6919860839844,0.11326970905065536,44.855491638183594,44.853668212890625,0.00182342529296875,4.065110483409672e-05,0.78694748878479,ok
